First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0,0,2.40,48%,5.73,32%,0.00,0%,100%,0.0,18,HeavyWeight,494
Herbert,Burns,The Blaze,"5' 9""",145 lbs.,"73.0""",Orthodox,11,4,0,0,1.61,51%,4.74,30%,3.92,75%,60%,3.3,15,FeatherWeight,495
Derrick,Burnsed,,--,155 lbs.,--,,1,0,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,LightWeight,496
Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,--,Orthodox,15,7,0,0,4.83,47%,3.45,56%,0.00,0%,52%,0.3,22,WelterWeight,497
Martin,Buschkamp,,"5' 9""",145 lbs.,--,Orthodox,9,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,FeatherWeight,498
George,Bush,,"6' 1""",205 lbs.,--,,5,2,0,0,6.35,64%,2.31,55%,17.31,66%,0%,0.0,7,LightHeavyWeight,499
Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,--,Orthodox,8,3,0,0,0.63,55%,7.01,25%,2.82,50%,60%,0.0,11,MiddleWeight,500
Dakota,Bush,,"5' 10""",155 lbs.,"73.0""",Orthodox,8,4,0,0,2.77,38%,4.42,41%,2.40,33%,0%,0.0,12,LightWeight,501
Murilo,Bustamante,,"6' 2""",183 lbs.,--,Orthodox,15,8,1,0,1.33,32%,1.90,60%,2.46,33%,54%,1.2,24,MiddleWeight,502
Nick,Bustamante,,"5' 9""",170 lbs.,--,,5,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,WelterWeight,503
Eduardo,Bustillos,,"5' 8""",135 lbs.,--,,5,3,0,0,2.61,59%,6.22,35%,0.00,0%,100%,0.0,8,BantamWeight,504
Jason,Butcher,,"6' 3""",185 lbs.,--,,10,2,0,0,1.82,40%,2.73,25%,13.64,50%,0%,0.0,12,MiddleWeight,505
Todd,Butler,,"6' 1""",200 lbs.,--,Southpaw,1,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightHeavyWeight,506
Goldman,Butler,,--,--,--,,1,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,507
Ian,Butler,,"5' 8""",155 lbs.,--,,3,3,0,0,2.09,14%,6.69,36%,0.00,0%,50%,0.0,6,LightWeight,508
Raphael,Butler,The Silencer,"6' 3""",261 lbs.,--,,9,2,1,0,4.69,45%,0.94,91%,0.00,0%,100%,14.1,12,HeavyWeight,509
Jesse,Butler,,"5' 10""",145 lbs.,"73.0""",Orthodox,12,5,0,0,2.61,14%,7.83,40%,0.00,0%,0%,0.0,17,FeatherWeight,510
JP,Buys,Young Savage,"5' 5""",135 lbs.,"67.0""",Orthodox,9,6,0,0,1.88,39%,3.02,40%,1.55,25%,25%,2.3,15,BantamWeight,511
Dennis,Buzukja,The Great,"5' 9""",145 lbs.,"70.0""",Switch,8,4,0,0,3.30,43%,4.93,40%,0.98,30%,73%,0.3,12,FeatherWeight,512
Charles,Byrd,Kid Dynamite,"5' 10""",185 lbs.,"73.0""",Orthodox,10,7,0,0,3.43,55%,2.63,55%,2.50,50%,40%,1.5,17,MiddleWeight,513
Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6,1,0,0,1.20,51%,2.67,27%,3.00,60%,0%,4.0,7,WelterWeight,514
Michael,Byrnes,,"5' 11""",155 lbs.,--,,5,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,LightWeight,515
Yan,Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,0,2.02,47%,1.98,62%,2.89,35%,37%,1.2,16,LightWeight,516
Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,18,13,0,0,1.21,66%,0.61,0%,0.00,0%,0%,0.0,31,FlyWeight,517
Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,21,14,0,0,4.16,50%,2.93,63%,0.56,68%,64%,0.7,35,FeatherWeight,518
Vince,Cachero,The Anomaly,"5' 6""",145 lbs.,"68.0""",Orthodox,7,4,0,0,3.29,45%,6.51,43%,0.00,0%,18%,0.5,11,FeatherWeight,519
Priscila,Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65.0""",Orthodox,12,6,0,0,3.76,44%,7.03,43%,0.15,33%,65%,0.0,18,FlyWeight,520
Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,FeatherWeight,521
Ricky,Calatayud,,"5' 9""",125 lbs.,--,,16,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FlyWeight,522
Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0,0,0.85,34%,0.57,60%,3.41,66%,100%,0.8,11,BantamWeight,523
Taylor,Callens,,"5' 10""",155 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,524
Cynthia,Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,9,6,1,0,4.41,38%,4.12,64%,1.80,44%,77%,0.8,16,StrawWeight,525
Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,19,3,0,0.31,17%,5.00,42%,0.00,0%,0%,0.0,35,LightWeight,526
Frank,Camacho,The Crank,"5' 10""",155 lbs.,"73.0""",Orthodox,22,10,0,0,6.56,46%,7.44,51%,1.11,31%,73%,0.0,32,LightWeight,527
Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"71.0""",Orthodox,14,9,1,0,1.29,33%,1.85,61%,2.34,32%,20%,1.5,24,LightWeight,528
Chris,Camozzi,,"6' 2""",185 lbs.,"75.0""",Orthodox,24,13,0,0,3.57,44%,2.96,56%,0.27,19%,57%,0.5,37,MiddleWeight,529
Brian,Camozzi,Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7,5,0,0,3.15,26%,6.39,54%,0.00,0%,0%,0.7,12,WelterWeight,530
Ricky,Camp,2 Slick,"5' 7""",135 lbs.,--,,11,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,BantamWeight,531
Mike,Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,13,4,0,0,1.40,26%,1.40,63%,5.26,100%,0%,0.0,17,LightWeight,532
Thomas,Campbell,,--,--,--,,3,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,HeavyWeight,533
Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,14,6,0,0,3.99,59%,3.19,55%,1.36,28%,82%,0.0,20,LightWeight,534
Charlie,Campbell,The Cannibal,"6' 0""",155 lbs.,"72.0""",Orthodox,8,2,0,0,11.03,54%,5.42,60%,0.00,0%,100%,0.0,10,LightWeight,535
John,Campetella,,"5' 9""",235 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,536
Wagner,Campos,Galeto,"5' 6""",145 lbs.,--,Southpaw,12,10,0,0,1.54,41%,2.53,51%,2.71,100%,0%,0.0,22,FeatherWeight,537
Derek,Campos,The Stallion,"5' 9""",155 lbs.,--,,19,6,0,0,2.41,23%,10.34,44%,0.00,0%,0%,0.0,25,LightWeight,538
Will,Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,14,6,0,0,2.43,31%,3.82,57%,0.88,45%,48%,0.2,20,FlyWeight,539
Aleksa,Camur,,"6' 1""",205 lbs.,"74.0""",Orthodox,6,3,0,0,4.73,57%,4.26,54%,0.46,22%,50%,0.0,9,LightHeavyWeight,540
Chico,Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0,0,2.58,41%,2.46,64%,0.77,40%,72%,0.4,24,FlyWeight,541
Asbel,Cancio,,"5' 10""",225 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,542
Carlos,Candelario,The Cannon,"5' 8""",125 lbs.,"68.0""",Southpaw,8,3,0,0,3.97,46%,5.17,44%,2.28,36%,53%,0.3,11,FlyWeight,543
Ronaldo,Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6,0,0,0,1.67,42%,3.87,52%,8.00,53%,0%,5.0,6,FlyWeight,544
Luiz,Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,17,7,0,0,4.79,41%,5.00,60%,0.56,28%,100%,0.3,24,MiddleWeight,545
Guido,Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,10,8,0,0,3.44,55%,2.84,51%,2.27,55%,64%,0.4,18,BantamWeight,546
Jared,Cannonier,The Killa Gorilla,"5' 11""",185 lbs.,"77.0""",Switch,17,6,0,0,4.68,52%,4.13,59%,0.44,42%,63%,0.0,23,MiddleWeight,547
Jose,Canseco,,"6' 4""",240 lbs.,--,Orthodox,0,1,0,0,0.78,10%,4.68,62%,0.00,0%,0%,0.0,1,HeavyWeight,548
Cody,Canterbury,,"5' 8""",155 lbs.,--,,1,10,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightWeight,549
Bo,Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10,10,0,0,3.16,16%,12.63,0%,0.00,0%,0%,0.0,20,HeavyWeight,550
Steve,Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0,0,3.63,34%,5.76,55%,0.65,30%,80%,0.7,13,MiddleWeight,551
Paul,Capaldo,,"5' 7""",135 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,BantamWeight,552
Phil,Caracappa,The Hitman,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0,0,2.93,50%,4.07,29%,1.00,8%,100%,1.0,7,BantamWeight,553
Frank,Caracci,,--,--,--,,2,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,554
Gina,Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7,1,0,0,4.50,47%,2.66,64%,1.24,66%,85%,1.6,8,FeatherWeight,555
Dos,Caras Jr.,,"6' 4""",225 lbs.,--,Orthodox,9,5,0,0,0.77,23%,1.20,59%,0.00,0%,72%,0.0,14,HeavyWeight,556
Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0,0,2.53,34%,3.61,54%,2.57,25%,80%,0.8,30,BantamWeight,557
Remo,Cardarelli,,--,135 lbs.,--,,7,5,0,0,2.27,47%,1.47,59%,0.00,0%,100%,0.0,12,BantamWeight,558
Phil,Cardella,,"5' 11""",155 lbs.,--,,8,5,0,0,2.47,50%,2.00,57%,0.00,0%,11%,2.5,13,LightWeight,559
Edgar,Cardenas,Kitty Katt,--,145 lbs.,--,,4,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,FeatherWeight,560
Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"64.0""",Southpaw,17,8,0,0,3.35,43%,2.23,61%,1.11,39%,57%,0.8,25,FlyWeight,561
Ronald,Carillo,,--,125 lbs.,--,,4,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,FlyWeight,562
Rafael,Carino,,"6' 8""",245 lbs.,--,Orthodox,2,1,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,HeavyWeight,563
Don,Carlo-Clauss,,--,170 lbs.,--,,10,7,0,0,1.44,30%,7.68,43%,0.00,0%,66%,0.0,17,WelterWeight,564
Antonio,Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,11,5,0,0,1.95,42%,2.14,52%,3.42,39%,53%,0.8,16,MiddleWeight,565
Spike,Carlyle,Alpha Ginger,"5' 8""",145 lbs.,"71.0""",Switch,9,3,0,0,2.55,54%,3.85,30%,3.34,36%,57%,0.5,12,FeatherWeight,566
Francis,Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,25,12,0,0,2.22,42%,1.64,59%,1.79,36%,73%,0.6,37,LightHeavyWeight,567
Liz,Carmouche,Girlrilla,"5' 6""",125 lbs.,"66.0""",Orthodox,13,7,0,0,2.78,54%,2.51,61%,2.57,51%,65%,0.3,20,FlyWeight,568
Roan,Carneiro,Jucao,"5' 11""",170 lbs.,"76.0""",Orthodox,21,11,0,0,1.46,46%,1.82,62%,3.05,42%,83%,1.4,32,WelterWeight,569
Ariane,Carnelossi,Sorriso,"5' 2""",115 lbs.,"61.0""",Orthodox,14,3,0,0,3.04,40%,4.72,43%,1.62,55%,8%,0.3,17,StrawWeight,570
Luana,Carolina,Dread,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,0,4.63,49%,3.63,49%,0.38,42%,76%,0.6,14,FlyWeight,571
Tim,Caron,The Bear,"6' 1""",185 lbs.,--,Orthodox,7,1,0,0,0.59,50%,6.90,12%,0.00,0%,0%,0.0,8,MiddleWeight,572
Clayton,Carpenter,,"5' 6""",125 lbs.,"66.0""",Orthodox,7,0,0,0,4.50,51%,2.85,60%,2.47,50%,0%,2.5,7,FlyWeight,573
Gabriel,Carrasco,,"5' 6""",135 lbs.,--,,7,0,0,0,4.15,37%,1.53,80%,0.00,0%,100%,0.0,7,BantamWeight,574
Cody,Carrillo,,"5' 10""",155 lbs.,--,,11,16,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,27,LightWeight,575
Cain,Carrizosa,The Insane,"5' 8""",155 lbs.,--,Orthodox,10,3,0,0,2.72,42%,5.80,51%,0.00,0%,14%,0.0,13,LightWeight,576
Roger,Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,16,14,0,0,7.62,61%,10.48,43%,0.00,0%,100%,0.0,30,WelterWeight,577
Jonny,Carson,,"5' 10""",155 lbs.,--,,11,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,LightWeight,578
Scott,Carson,,"6' 2""",215 lbs.,--,,4,2,0,0,0.62,66%,6.22,23%,0.00,0%,0%,0.0,6,HeavyWeight,579
Shonie,Carter,Mr. International,"5' 10""",170 lbs.,--,Southpaw,51,31,7,0,1.62,36%,2.32,47%,0.75,66%,75%,0.0,89,WelterWeight,580
Jack,Cartwright,,"5' 9""",135 lbs.,"68.0""",Orthodox,10,1,0,0,0.80,38%,3.33,29%,6.00,66%,0%,2.0,11,BantamWeight,581
Bruno,Carvalho,,"5' 8""",154 lbs.,--,,10,5,0,0,0.60,45%,0.93,53%,0.00,0%,66%,4.0,15,LightWeight,582
Antonio,Carvalho,Pato,"5' 9""",145 lbs.,"70.0""",Orthodox,15,6,0,0,3.03,29%,3.62,64%,0.00,0%,100%,0.0,21,FeatherWeight,583
Rafael,Carvalho,,"6' 3""",185 lbs.,--,,14,1,0,0,1.94,50%,1.84,54%,2.77,40%,70%,0.0,15,MiddleWeight,584
Shane,Carwin,The Engineer,"6' 2""",265 lbs.,"80.0""",Orthodox,12,2,0,0,4.38,47%,3.53,53%,1.42,33%,42%,0.0,14,HeavyWeight,585
Johnny,Case,Hollywood,"5' 10""",155 lbs.,"72.0""",Orthodox,22,6,0,0,3.95,38%,2.66,61%,1.70,45%,72%,0.2,28,LightWeight,586
Kevin,Casey,King,"5' 11""",185 lbs.,"77.0""",Southpaw,9,5,2,0,2.27,53%,3.76,46%,0.79,22%,27%,0.4,16,MiddleWeight,587
Cortney,Casey,Cast Iron,"5' 7""",125 lbs.,"67.0""",Orthodox,10,10,0,0,4.29,39%,4.00,55%,0.39,31%,39%,0.5,20,FlyWeight,588
Brandon,Cash,Money,"6' 5""",255 lbs.,--,Orthodox,10,4,0,0,5.42,72%,0.68,33%,10.17,66%,0%,0.0,14,HeavyWeight,589
Bendy,Casimir,,"5' 5""",145 lbs.,--,Southpaw,20,14,2,0,0.74,27%,3.42,54%,0.00,0%,100%,0.0,36,FeatherWeight,590
Dwayne,Cason,,"5' 10""",212 lbs.,--,Orthodox,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,591
Joe,Cason,,"6' 3""",205 lbs.,--,,9,1,0,0,4.17,55%,10.83,23%,0.00,0%,0%,0.0,10,LightHeavyWeight,592
John,Castaneda,Sexy Mexi,"5' 6""",135 lbs.,"71.0""",Switch,21,6,0,0,4.79,50%,4.99,56%,1.92,37%,71%,0.2,27,BantamWeight,593
Eric,Castile,,"5' 8""",145 lbs.,--,,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,FeatherWeight,594
Gil,Castillo,,"5' 9""",170 lbs.,--,Southpaw,8,5,0,0,0.60,45%,2.22,44%,3.33,45%,50%,0.0,13,WelterWeight,595
Danny,Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0,0,2.57,42%,1.96,62%,2.95,38%,63%,0.2,27,LightWeight,596
Raul,Castillo,,"5' 11""",185 lbs.,--,Orthodox,7,1,0,0,1.47,48%,3.27,60%,0.00,0%,0%,0.0,8,MiddleWeight,597
Jenna,Castillo,,"5' 2""",125 lbs.,--,,1,0,0,0,3.24,56%,2.01,57%,1.68,100%,100%,0.0,1,FlyWeight,598
Tim,Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4,2,0,0,0.39,100%,0.77,33%,0.00,0%,0%,0.0,6,HeavyWeight,599
Nick,Catone,The Jersey Devil,"6' 0""",185 lbs.,"72.0""",Southpaw,10,4,0,0,2.11,44%,2.32,63%,3.71,44%,83%,0.5,14,MiddleWeight,600
Luke,Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17,17,0,0,1.97,28%,5.07,55%,0.44,20%,85%,0.0,34,LightWeight,601
Gesias,Cavalcante,JZ,"5' 8""",155 lbs.,"71.0""",Orthodox,21,10,1,0,1.98,35%,3.11,51%,1.25,36%,66%,1.1,32,LightWeight,602
Rafael,Cavalcante,Feijao,"6' 1""",205 lbs.,"74.0""",Orthodox,12,7,0,0,2.71,53%,3.62,49%,0.60,40%,63%,0.1,19,LightHeavyWeight,603
Jacqueline,Cavalcanti,,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0,0,8.40,57%,2.60,84%,0.00,0%,100%,0.0,7,BantamWeight,604
Magnus,Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0,0,2.38,51%,3.02,40%,2.87,64%,66%,1.0,19,MiddleWeight,605
Yosdenis,Cedeno,Pink Panther,"5' 8""",155 lbs.,"69.0""",Orthodox,10,6,1,0,1.64,29%,1.60,67%,0.00,0%,31%,0.3,17,LightWeight,606
Henry,Cejudo,Triple C,"5' 4""",135 lbs.,"64.0""",Orthodox,16,3,0,0,3.93,47%,3.15,60%,2.07,34%,83%,0.2,19,BantamWeight,607
Adam,Cella,El Naturel,"6' 2""",170 lbs.,--,,6,8,0,0,1.91,42%,2.61,51%,3.92,75%,50%,1.3,14,WelterWeight,608
Vinicius,Cenci,Chambinho,"6' 1""",155 lbs.,"74.0""",Orthodox,7,2,0,0,2.90,48%,2.69,62%,1.61,50%,0%,0.0,9,LightWeight,609
Katlyn,Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68.0""",Orthodox,18,5,0,0,4.59,34%,4.41,63%,0.27,15%,54%,0.3,23,FlyWeight,610
Donald,Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2,53,LightWeight,611
Jared,Chaffee,,"5' 10""",155 lbs.,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightWeight,612
Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1,0,4.16,47%,3.19,62%,0.32,12%,85%,0.3,19,WelterWeight,613
Edgar,Chairez,Puro Chicali,"5' 7""",125 lbs.,"71.0""",Orthodox,10,5,0,0,2.60,48%,4.26,41%,0.00,0%,45%,1.3,15,FlyWeight,614
Ansar,Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14,5,0,0,0.68,66%,1.69,54%,0.00,0%,0%,7.6,19,WelterWeight,615
Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0,0,2.97,54%,5.10,50%,2.31,41%,53%,1.0,10,StrawWeight,616
Michael,Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23,8,0,0,4.89,46%,4.58,46%,2.17,38%,71%,0.9,31,LightWeight,617
Chelsea,Chandler,,"5' 8""",135 lbs.,"68.0""",Southpaw,5,2,0,0,3.12,45%,3.06,42%,0.78,33%,33%,0.0,7,BantamWeight,618
Donnie,Chappell,,"5' 11""",178 lbs.,--,Southpaw,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,MiddleWeight,619
Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,19,HeavyWeight,620
Dan,Charles,The Man,"6' 2""",228 lbs.,--,,10,6,1,0,2.82,45%,3.51,44%,0.00,0%,31%,0.0,17,HeavyWeight,621
Morgan,Charriere,The Last Pirate,"5' 8""",145 lbs.,"69.0""",Orthodox,19,9,1,0,6.75,53%,2.34,78%,0.00,0%,0%,0.0,29,FeatherWeight,622
Ernest,Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0,0,2.79,40%,3.89,59%,0.89,33%,50%,0.0,12,FeatherWeight,623
Emilio,Chavez,,"5' 9""",145 lbs.,--,,12,9,0,0,2.73,48%,1.53,54%,3.00,50%,0%,0.0,21,FeatherWeight,624
Danny,Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1,0,2.86,38%,3.83,50%,1.95,60%,87%,0.0,17,FeatherWeight,625
Gabriel,Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,MiddleWeight,626
Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,7,4,0,0,1.00,41%,2.60,71%,0.00,0%,0%,0.0,11,WelterWeight,627
Fabio,Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0,0,1.35,40%,4.89,38%,0.00,0%,0%,0.0,11,LightHeavyWeight,628
Ion,Cherdivara,,--,205 lbs.,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,LightHeavyWeight,629
Mark,Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,0,3.69,34%,7.37,56%,5.03,50%,0%,0.0,12,FeatherWeight,630
Macy,Chiasson,,"5' 11""",135 lbs.,"72.0""",Orthodox,9,3,0,0,3.64,44%,2.61,46%,2.17,34%,64%,0.3,12,BantamWeight,631
Michael,Chiesa,Maverick,"6' 1""",170 lbs.,"75.0""",Southpaw,18,7,0,0,1.87,40%,1.70,54%,3.33,50%,60%,1.0,25,WelterWeight,632
Giga,Chikadze,Ninja,"6' 0""",145 lbs.,"74.0""",Orthodox,15,3,0,0,4.08,43%,3.44,62%,0.23,33%,69%,0.2,18,FeatherWeight,633
Khamzat,Chimaev,Borz,"6' 2""",185 lbs.,"75.0""",Orthodox,13,0,0,0,5.72,58%,3.46,42%,3.99,46%,100%,2.7,13,MiddleWeight,634
Sako,Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,8,1,0,0,2.40,27%,4.80,46%,0.00,0%,100%,0.0,9,LightWeight,635
Mu Bae,Choi,,"6' 2""",230 lbs.,--,Orthodox,12,6,0,0,1.55,49%,3.65,44%,3.12,75%,60%,1.0,18,HeavyWeight,636
Hong Man,Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,4,5,0,0,1.32,26%,1.46,36%,0.71,100%,84%,0.0,9,HeavyWeight,637
Dooho,Choi,The Korean Superboy,"5' 10""",145 lbs.,"70.0""",Orthodox,14,4,1,0,4.74,53%,4.91,54%,0.29,20%,50%,0.0,19,FeatherWeight,638
SeungWoo,Choi,Sting,"6' 0""",145 lbs.,"74.0""",Orthodox,11,6,0,0,3.48,38%,3.02,47%,0.87,54%,69%,0.0,17,FeatherWeight,639
SeungGuk,Choi,,"5' 6""",125 lbs.,"64.0""",Orthodox,7,3,0,0,2.69,42%,2.69,65%,1.02,27%,74%,0.0,10,FlyWeight,640
John,Cholish,,"5' 11""",155 lbs.,"74.0""",Orthodox,8,3,0,0,2.65,49%,2.29,73%,1.82,31%,78%,0.4,11,LightWeight,641
Ryo,Chonan,Piranah,"5' 9""",170 lbs.,"70.0""",Orthodox,22,13,0,0,2.57,43%,2.25,60%,0.61,41%,39%,0.3,35,WelterWeight,642
Will,Chope,The Kill,"6' 4""",145 lbs.,--,Switch,34,13,0,0,4.43,27%,9.93,46%,0.00,0%,0%,0.0,47,FeatherWeight,643
Joachim,Christensen,,"6' 3""",205 lbs.,"76.0""",Orthodox,14,6,0,0,3.78,41%,3.29,46%,0.00,0%,0%,0.0,20,LightHeavyWeight,644
Dan,Christison,The Sandman,"6' 8""",265 lbs.,--,Orthodox,20,7,0,0,4.23,51%,3.88,54%,0.00,0%,37%,1.1,27,HeavyWeight,645
Anthony,Christodoulou,,"5' 9""",155 lbs.,--,Orthodox,12,7,0,0,2.19,26%,5.90,45%,0.00,0%,40%,0.0,19,LightWeight,646
Murad,Chunkaiev,,"5' 11""",185 lbs.,--,Orthodox,8,4,0,0,0.85,16%,3.41,66%,8.53,100%,0%,0.0,12,MiddleWeight,647
Cameron,Church,,"5' 11""",155 lbs.,"72.0""",Orthodox,4,1,0,0,4.00,40%,4.93,50%,0.00,0%,60%,1.0,5,LightWeight,648
Steven,Ciaccio,Stryker,"6' 0""",170 lbs.,--,,4,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,WelterWeight,649
Mike,Ciesnolevicz,,"6' 0""",235 lbs.,--,Orthodox,19,4,0,0,0.51,50%,4.62,57%,0.00,0%,20%,5.1,23,HeavyWeight,650
Hannah,Cifers,Shockwave,"5' 1""",115 lbs.,"62.0""",Orthodox,10,7,0,0,4.99,44%,5.39,52%,0.26,100%,64%,0.3,17,StrawWeight,651
Branko,Cikatic,,"6' 1""",215 lbs.,--,Orthodox,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,652
Nikolajus,Cilkinas,,--,--,--,Orthodox,2,6,0,0,0.00,0%,5.88,16%,0.00,0%,0%,0.0,8,HeavyWeight,653
Misha,Cirkunov,,"6' 3""",205 lbs.,"77.0""",Orthodox,15,9,0,0,3.86,51%,3.06,57%,4.15,39%,76%,1.7,24,LightHeavyWeight,654
Johnny,Cisneros,The Tattooed Terror,"5' 11""",170 lbs.,--,,9,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,WelterWeight,655
Laverne,Clark,,"5' 11""",170 lbs.,--,Orthodox,27,21,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,49,WelterWeight,656
Logan,Clark,,"6' 2""",185 lbs.,--,Orthodox,18,6,0,0,2.20,54%,1.49,53%,0.31,100%,30%,2.1,24,MiddleWeight,657
Mychal,Clark,,"6' 3""",224 lbs.,--,Orthodox,10,14,0,0,5.80,56%,2.90,59%,0.00,0%,0%,0.0,24,HeavyWeight,658
Dominic,Clark,,"5' 10""",155 lbs.,--,,10,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,17,LightWeight,659
